"","sunspotarea","yt_1","yt_2","yt_3"
"35",691.525,697.483333333333,1092.10833333333,774.983333333333
"36",266.008333333333,691.525,697.483333333333,1092.10833333333
"37",64.4083333333333,266.008333333333,691.525,697.483333333333
"38",37.3333333333333,64.4083333333333,266.008333333333,691.525
"39",7.525,37.3333333333333,64.4083333333333,266.008333333333
"40",152.383333333333,7.525,37.3333333333333,64.4083333333333
"41",697.766666666667,152.383333333333,7.525,37.3333333333333
"42",725.458333333333,697.766666666667,152.383333333333,7.525
"43",1533.925,725.458333333333,697.766666666667,152.383333333333
"44",1112.56666666667,1533.925,725.458333333333,697.766666666667
"45",1054.68333333333,1112.56666666667,1533.925,725.458333333333
"46",617.258333333333,1054.68333333333,1112.56666666667,1533.925
"47",419.616666666667,617.258333333333,1054.68333333333,1112.56666666667
"48",251.958333333333,419.616666666667,617.258333333333,1054.68333333333
"49",54.6583333333333,251.958333333333,419.616666666667,617.258333333333
"50",278.008333333333,54.6583333333333,251.958333333333,419.616666666667
"51",825.075,278.008333333333,54.6583333333333,251.958333333333
"52",1263.15,825.075,278.008333333333,54.6583333333333
"53",1060.8,1263.15,825.075,278.008333333333
"54",1388.91666666667,1060.8,1263.15,825.075
"55",1238.91666666667,1388.91666666667,1060.8,1263.15
"56",516.608333333333,1238.91666666667,1388.91666666667,1060.8
"57",279.066666666667,516.608333333333,1238.91666666667,1388.91666666667
"58",163.15,279.066666666667,516.608333333333,1238.91666666667
"59",91.25,163.15,279.066666666667,516.608333333333
"60",118.225,91.25,163.15,279.066666666667
"61",622.075,118.225,91.25,163.15
"62",1140.84166666667,622.075,118.225,91.25
"63",2072.775,1140.84166666667,622.075,118.225
"64",2015.23333333333,2072.775,1140.84166666667,622.075
"65",1576.83333333333,2015.23333333333,2072.775,1140.84166666667
"66",1037.16666666667,1576.83333333333,2015.23333333333,2072.775
"67",658.125,1037.16666666667,1576.83333333333,2015.23333333333
"68",427.333333333333,658.125,1037.16666666667,1576.83333333333
"69",296.766666666667,427.333333333333,658.125,1037.16666666667
"70",124.65,296.766666666667,427.333333333333,658.125
"71",426.5,124.65,296.766666666667,427.333333333333
"72",1823.9,426.5,124.65,296.766666666667
"73",2634.05,1823.9,426.5,124.65
"74",1974.6,2634.05,1823.9,426.5
"75",2139.99166666667,1974.6,2634.05,1823.9
"76",1227.34166666667,2139.99166666667,1974.6,2634.05
"77",1135.25833333333,1227.34166666667,2139.99166666667,1974.6
"78",402.85,1135.25833333333,1227.34166666667,2139.99166666667
"79",145.1,402.85,1135.25833333333,1227.34166666667
"80",34.6416666666667,145.1,402.85,1135.25833333333
"81",552.35,34.6416666666667,145.1,402.85
"82",2394.69166666667,552.35,34.6416666666667,145.1
"83",3048.475,2394.69166666667,552.35,34.6416666666667
"84",3011.26666666667,3048.475,2394.69166666667,552.35
"85",2872.94166666667,3011.26666666667,3048.475,2394.69166666667
"86",1641.21666666667,2872.94166666667,3011.26666666667,3048.475
"87",613.5,1641.21666666667,2872.94166666667,3011.26666666667
"88",463.516666666667,613.5,1641.21666666667,2872.94166666667
"89",287.833333333333,463.516666666667,613.5,1641.21666666667
"90",53.9083333333333,287.833333333333,463.516666666667,613.5
"91",113.308333333333,53.9083333333333,287.833333333333,463.516666666667
"92",592.558333333333,113.308333333333,53.9083333333333,287.833333333333
"93",1519.14166666667,592.558333333333,113.308333333333,53.9083333333333
"94",1569.75833333333,1519.14166666667,592.558333333333,113.308333333333
"95",1450.13333333333,1569.75833333333,1519.14166666667,592.558333333333
"96",1601.25833333333,1450.13333333333,1569.75833333333,1519.14166666667
"97",990.2,1601.25833333333,1450.13333333333,1569.75833333333
"98",916.7,990.2,1601.25833333333,1450.13333333333
"99",457.55,916.7,990.2,1601.25833333333
"100",398.858333333333,457.55,916.7,990.2
"101",166.408333333333,398.858333333333,457.55,916.7
"102",169.775,166.408333333333,398.858333333333,457.55
"103",347.041666666667,169.775,166.408333333333,398.858333333333
"104",1368.51666666667,347.041666666667,169.775,166.408333333333
"105",2194.525,1368.51666666667,347.041666666667,169.775
"106",2160.71666666667,2194.525,1368.51666666667,347.041666666667
"107",2270.24166666667,2160.71666666667,2194.525,1368.51666666667
"108",2283.3,2270.24166666667,2160.71666666667,2194.525
"109",944,2283.3,2270.24166666667,2160.71666666667
"110",811.316666666667,944,2283.3,2270.24166666667
"111",180.15,811.316666666667,944,2283.3
"112",124.7,180.15,811.316666666667,944
"113",296.816666666667,124.7,180.15,811.316666666667
"114",1352.19166666667,296.816666666667,124.7,180.15
"115",2579.225,1352.19166666667,296.816666666667,124.7
"116",2048.68333333333,2579.225,1352.19166666667,296.816666666667
"117",2470.18333333333,2048.68333333333,2579.225,1352.19166666667
"118",1349.20833333333,2470.18333333333,2048.68333333333,2579.225
"119",696.2,1349.20833333333,2470.18333333333,2048.68333333333
"120",340.391666666667,696.2,1349.20833333333,2470.18333333333
"121",159.633333333333,340.391666666667,696.2,1349.20833333333
"122",81.9,159.633333333333,340.391666666667,696.2
"123",210.241666666667,81.9,159.633333333333,340.391666666667
"124",763.075,210.241666666667,81.9,159.633333333333
"125",1162.00833333333,763.075,210.241666666667,81.9
"126",1614.21666666667,1162.00833333333,763.075,210.241666666667
"127",1704.09166666667,1614.21666666667,1162.00833333333,763.075
"128",1828.73333333333,1704.09166666667,1614.21666666667,1162.00833333333
"129",1099.24166666667,1828.73333333333,1704.09166666667,1614.21666666667
"130",683.775,1099.24166666667,1828.73333333333,1704.09166666667
"131",542.575,683.775,1099.24166666667,1828.73333333333
"132",245.108333333333,542.575,683.775,1099.24166666667
"133",133.341666666667,245.108333333333,542.575,683.775
"134",22.8083333333333,133.341666666667,245.108333333333,542.575
"135",26.5583333333333,22.8083333333333,133.341666666667,245.108333333333
"136",214.291666666667,26.5583333333333,22.8083333333333,133.341666666667
"137",749.566666666667,214.291666666667,26.5583333333333,22.8083333333333
"138",NA,749.566666666667,214.291666666667,26.5583333333333
"139",NA,NA,749.566666666667,214.291666666667
"140",NA,NA,NA,749.566666666667
